,Repository,Clone URL,Stars,Size,Mentionable Users,Commits,Language,Bus Factor,Execution time series
1328,meteor/meteor,https://github.com/meteor/meteor.git,43488,120577,696,2087,JavaScript,0,0.0
1331,Textualize/rich,https://github.com/Textualize/rich.git,43334,49973,215,1307,Python,0,0.0
1332,traefik/traefik,https://github.com/traefik/traefik.git,43116,120068,739,540,Go,0,0.0
1335,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE.git,42532,131633,185,282,JavaScript,0,0.0
1337,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel.git,42367,38386,378,394,JavaScript,0,0.0
1338,nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all.git,42347,9674,40,768,C++,0,0.0
1339,ethereum/go-ethereum,https://github.com/ethereum/go-ethereum.git,42332,204544,910,1199,Go,0,0.0
1341,babel/babel,https://github.com/babel/babel.git,42236,98051,1067,852,TypeScript,0,0.0
1343,jestjs/jest,https://github.com/jestjs/jest.git,41998,291260,1464,1132,TypeScript,0,0.0
1350,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra.git,39626,305009,242,3721,Java,0,0.0
1354,oven-sh/bun,https://github.com/oven-sh/bun.git,41418,52107,231,5280,Zig,0,0.0
1357,vercel/hyper,https://github.com/vercel/hyper.git,40926,21923,448,648,TypeScript,0,0.0
1359,minio/minio,https://github.com/minio/minio.git,39052,113849,418,1778,Go,0,0.0
1375,tabler/tabler,https://github.com/tabler/tabler.git,34148,137826,92,557,HTML,0,0.0
1385,cli/cli,https://github.com/cli/cli.git,32353,27591,420,1581,Go,0,0.0
1397,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh.git,31613,6121,426,718,Shell,0,0.0
1406,hashicorp/vault,https://github.com/hashicorp/vault.git,27714,249094,2214,3036,Go,0,0.0
1407,pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching.git,27587,41410,256,183,JavaScript,0,0.0
1408,postcss/postcss,https://github.com/postcss/postcss.git,27496,10310,376,286,TypeScript,0,0.0
1450,balena-io/etcher,https://github.com/balena-io/etcher.git,25590,96281,85,392,TypeScript,0,0.0
1456,immerjs/immer,https://github.com/immerjs/immer.git,25303,5865,176,151,JavaScript,0,0.0
1457,facebook/rocksdb,https://github.com/facebook/rocksdb.git,25246,204344,810,1380,C++,0,0.0
1458,facebook/folly,https://github.com/facebook/folly.git,25167,44586,811,1481,C++,0,0.0
1459,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden.git,25163,8271,117,750,Rust,0,0.0
1460,python-poetry/poetry,https://github.com/python-poetry/poetry.git,25101,17651,475,896,Python,0,0.0
1462,facebookresearch/detectron2,https://github.com/facebookresearch/detectron2.git,24912,6255,230,166,Python,0,0.0
1465,ycm-core/YouCompleteMe,https://github.com/ycm-core/YouCompleteMe.git,24771,38037,162,236,Python,0,0.0
1482,numpy/numpy,https://github.com/numpy/numpy.git,23559,125013,1483,3902,Python,0,0.0
1486,docsifyjs/docsify,https://github.com/docsifyjs/docsify.git,23503,26080,175,121,JavaScript,0,0.0
1488,rollup/rollup,https://github.com/rollup/rollup.git,23473,25958,346,549,JavaScript,0,0.0
1489,osquery/osquery,https://github.com/osquery/osquery.git,20305,26275,392,302,C++,0,0.0
1490,norvig/pytudes,https://github.com/norvig/pytudes.git,20262,66423,42,136,Jupyter Notebook,0,0.0
1491,parse-community/parse-server,https://github.com/parse-community/parse-server.git,20251,35514,298,516,JavaScript,0,0.0
1492,facebook/zstd,https://github.com/facebook/zstd.git,20246,37863,397,1012,C,0,0.0
1499,element-plus/element-plus,https://github.com/element-plus/element-plus.git,19956,497940,480,2626,Vue,0,0.0
1503,jitsi/jitsi-meet,https://github.com/jitsi/jitsi-meet.git,19765,264738,418,2088,TypeScript,0,0.0
1505,mantinedev/mantine,https://github.com/mantinedev/mantine.git,19640,406326,377,5513,TypeScript,0,0.0
1517,processing/p5.js,https://github.com/processing/p5.js.git,19372,80998,578,1194,JavaScript,0,0.0
1528,pure-css/pure,https://github.com/pure-css/pure.git,22999,6294,70,181,JavaScript,0,0.0
1529,spf13/viper,https://github.com/spf13/viper.git,22983,1406,148,135,Go,0,0.0
1530,syl20bnr/spacemacs,https://github.com/syl20bnr/spacemacs.git,22974,61436,1172,490,Emacs Lisp,0,0.0
1544,necolas/react-native-web,https://github.com/necolas/react-native-web.git,20752,94458,166,157,JavaScript,0,0.0
1553,VSCodium/vscodium,https://github.com/VSCodium/vscodium.git,20541,29558,96,403,Shell,0,0.0
1556,grafana/k6,https://github.com/grafana/k6.git,20438,30975,921,798,Go,0,0.0
1558,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent.git,20306,245818,283,931,C++,0,0.0
1559,urfave/cli,https://github.com/urfave/cli.git,20174,10886,241,849,Go,0,0.0
1560,calcom/cal.com,https://github.com/calcom/cal.com.git,19827,174970,291,4370,TypeScript,0,0.0
1569,pbatard/rufus,https://github.com/pbatard/rufus.git,23150,33766,119,186,C,0,0.0
1591,d2l-ai/d2l-en,https://github.com/d2l-ai/d2l-en.git,17889,314427,308,1317,Python,0,0.0
1593,vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin.git,17870,22055,210,425,Vue,0,0.0
1625,valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher.git,13939,6115,7,432,C,0,0.0
1629,getgrav/grav,https://github.com/getgrav/grav.git,13795,25857,206,400,PHP,0,0.0
1633,Konloch/bytecode-viewer,https://github.com/Konloch/bytecode-viewer.git,13737,647876,40,196,Java,0,0.0
1637,upscayl/upscayl,https://github.com/upscayl/upscayl.git,13655,443690,14,425,TypeScript,0,0.0
1640,Tonejs/Tone.js,https://github.com/Tonejs/Tone.js.git,12503,29377,92,101,TypeScript,0,0.0
1641,LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector.git,12460,507265,9,848,Java,0,0.0
1643,postgres/postgres,https://github.com/postgres/postgres.git,12392,791625,55,3689,C,0,0.0
1644,playframework/playframework,https://github.com/playframework/playframework.git,12387,106660,774,1219,Scala,0,0.0
1645,google/comprehensive-rust,https://github.com/google/comprehensive-rust.git,12361,2939,112,785,Rust,0,0.0
1646,GoogleContainerTools/kaniko,https://github.com/GoogleContainerTools/kaniko.git,12319,44158,262,191,Go,0,0.0
1647,rubocop/rubocop,https://github.com/rubocop/rubocop.git,12250,49616,874,1600,Ruby,0,0.0
1648,spree/spree,https://github.com/spree/spree.git,12248,129341,843,359,Ruby,0,0.0
1649,renovatebot/renovate,https://github.com/renovatebot/renovate.git,12241,117264,820,4190,TypeScript,0,0.0
1650,Automattic/wp-calypso,https://github.com/Automattic/wp-calypso.git,12232,681337,885,9563,JavaScript,0,0.0
1651,zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat.git,12176,2516,26,601,Python,0,0.0
1652,segmentio/evergreen,https://github.com/segmentio/evergreen.git,12154,231008,169,189,JavaScript,0,0.0
1653,ramsey/uuid,https://github.com/ramsey/uuid.git,12083,2684,95,137,PHP,0,0.0
1654,tailscale/tailscale,https://github.com/tailscale/tailscale.git,12044,19807,192,2364,Go,0,0.0
1655,nltk/nltk,https://github.com/nltk/nltk.git,11962,353980,382,272,Python,0,0.0
1656,gopherjs/gopherjs,https://github.com/gopherjs/gopherjs.git,11930,7108,60,197,Go,0,0.0
1657,kaixindelele/ChatPaper,https://github.com/kaixindelele/ChatPaper.git,11899,7174,10,278,Python,0,0.0
1658,ceph/ceph,https://github.com/ceph/ceph.git,11897,732315,1253,9950,C++,0,0.0
1659,sinatra/sinatra,https://github.com/sinatra/sinatra.git,11895,7602,405,259,Ruby,0,0.0
1660,kitao/pyxel,https://github.com/kitao/pyxel.git,11892,105578,54,1750,Python,0,0.0
1661,tree-sitter/tree-sitter,https://github.com/tree-sitter/tree-sitter.git,11889,14855,203,431,Rust,0,0.0
1662,alibaba/hooks,https://github.com/alibaba/hooks.git,11886,9359,196,585,TypeScript,0,0.0
1663,phpstan/phpstan,https://github.com/phpstan/phpstan.git,11881,3755070,237,2784,PHP,0,0.0
1664,Schniz/fnm,https://github.com/Schniz/fnm.git,11876,3879,70,196,Rust,0,0.0
1665,zellij-org/zellij,https://github.com/zellij-org/zellij.git,11869,77171,109,1028,Rust,0,0.0
1666,Atmosphere-NX/Atmosphere,https://github.com/Atmosphere-NX/Atmosphere.git,11863,24664,74,327,C++,0,0.0
1667,laradock/laradock,https://github.com/laradock/laradock.git,11825,14502,441,289,Dockerfile,0,0.0
1668,slackhq/nebula,https://github.com/slackhq/nebula.git,11802,2066,78,107,Go,0,0.0
1669,dmlc/dgl,https://github.com/dmlc/dgl.git,11752,24902,274,1035,Python,0,0.0
1670,facebook/watchman,https://github.com/facebook/watchman.git,11732,30344,334,4602,C++,0,0.0
1671,Chocobozzz/PeerTube,https://github.com/Chocobozzz/PeerTube.git,11665,190149,389,3233,TypeScript,0,0.0
1672,elastic/beats,https://github.com/elastic/beats.git,11658,402010,2402,1705,Go,0,0.0
1673,Bin-Huang/chatbox,https://github.com/Bin-Huang/chatbox.git,11656,12854,23,278,TypeScript,0,0.0
1674,goreleaser/goreleaser,https://github.com/goreleaser/goreleaser.git,11648,17442,333,1352,Go,0,0.0
1675,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI.git,11648,279988,19,1173,Python,0,0.0
1676,beetbox/beets,https://github.com/beetbox/beets.git,11647,25778,446,822,Python,0,0.0
1677,dotnet/AspNetCore.Docs,https://github.com/dotnet/AspNetCore.Docs.git,11642,820000,3779,2540,C#,0,0.0
1678,baidu/amis,https://github.com/baidu/amis.git,13907,143396,172,4221,TypeScript,0,0.0
1679,containrrr/watchtower,https://github.com/containrrr/watchtower.git,13821,4915,126,154,Go,0,0.0
1680,google/gvisor,https://github.com/google/gvisor.git,13812,93608,195,1667,Go,0,0.0
1681,transitive-bullshit/chatgpt-api,https://github.com/transitive-bullshit/chatgpt-api.git,13803,2841,126,848,TypeScript,0,0.0
1682,aws/aws-cli,https://github.com/aws/aws-cli.git,13777,116267,355,1390,Python,0,0.0
1683,conventional-changelog/commitlint,https://github.com/conventional-changelog/commitlint.git,13772,15406,210,600,TypeScript,0,0.0
1685,txthinking/brook,https://github.com/txthinking/brook.git,13662,36388,12,295,Go,0,0.0
1686,rqlite/rqlite,https://github.com/rqlite/rqlite.git,13645,5142,36,1467,Go,0,0.0
1687,DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp.git,13624,1537,78,641,Jupyter Notebook,0,0.0
1690,eclipse-vertx/vert.x,https://github.com/eclipse-vertx/vert.x.git,13552,114163,245,480,Java,0,0.0
1701,swagger-api/swagger-codegen,https://github.com/swagger-api/swagger-codegen.git,15660,103810,1051,137,Mustache,0,0.0
1704,BoyceLig/Clash_Chinese_Patch,https://github.com/BoyceLig/Clash_Chinese_Patch.git,15559,400061,3,171,JavaScript,0,0.0
1710,uNetworking/uWebSockets,https://github.com/uNetworking/uWebSockets.git,15415,4519,90,217,C++,0,0.0
1725,fatedier/frp,https://github.com/fatedier/frp.git,67652,27857,91,112,Go,0,0.0
1749,facebook/docusaurus,https://github.com/facebook/docusaurus.git,44808,245456,1136,1368,TypeScript,0,0.0
1750,serverless/serverless,https://github.com/serverless/serverless.git,44750,96947,1050,970,JavaScript,0,0.0
1770,nolimits4web/swiper,https://github.com/nolimits4web/swiper.git,35194,78531,265,549,JavaScript,0,0.0
1772,AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy.git,34897,45818,166,3399,Rust,0,0.0
1776,skylot/jadx,https://github.com/skylot/jadx.git,34603,19378,93,435,Java,0,0.0
1777,alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js.git,34572,16442,141,222,JavaScript,0,0.0
1793,composer/composer,https://github.com/composer/composer.git,27623,25543,949,1052,PHP,0,0.0
1794,sharkdp/fd,https://github.com/sharkdp/fd.git,27526,1740,153,413,Rust,0,0.0
1795,Yidadaa/ChatGPT-Next-Web,https://github.com/Yidadaa/ChatGPT-Next-Web.git,27449,4576,78,882,TypeScript,0,0.0
1796,layui/layui,https://github.com/layui/layui.git,27412,8522,42,933,JavaScript,0,0.0
1797,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor.git,27218,14739,33,279,C++,0,0.0
1810,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic.git,33921,25369,42,953,Python,0,0.0
1811,airbnb/lottie-android,https://github.com/airbnb/lottie-android.git,33911,136347,158,148,Java,0,0.0
1812,type-challenges/type-challenges,https://github.com/type-challenges/type-challenges.git,33854,2414,215,384,TypeScript,0,0.0
1813,vlang/v,https://github.com/vlang/v.git,33713,68989,629,3703,V,0,0.0
